ticket_id,customer,category,priority,inter_arr_time,arr_time,description,attribute_list,sensitive_flag
609,1,2,2,0.451,611.36,"Hi,I am Tyler Porter and my employee ID is EMP404-72-4246. 
I am having trouble with my travel claim, my expense amount was $982.75 for reimbursement.
 My other details such as designation is Legal secretary and email is douglas36@gmail.com. 
The payment was done with given credit card number 2295926778332789 and credit card type VISA 13 digit.",name ssn money job mail credit_card_number cc_provider,1
610,0,6,3,2.507,613.867,"I have recently moved and would like to update my account information with my new address. My new address is 1187 Brandon Field Suite 099
Baxterborough, MT 12506. Please assist me with updating my account information.",residence,1
611,4,4,2,1.083,614.95,"Hi team, I want to avail the maternity benefit from 1973-12-29. My employee ID is 040-21-5399 and designation is Teacher, early years/pre. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
612,1,1,3,1.183,616.133,"Hi, my team needs a new Water Purifier for the project kindly help us to come up with the quote for the said product.",product_name,0
613,1,4,2,0.454,616.587,"Hi team, I want to avail the maternity benefit from 1995-07-02. My employee ID is 782-66-4670 and designation is Warden/ranger. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
614,0,6,3,0.907,617.494,"I have recently moved and would like to update my account information with my new address. My new address is 2286 Jesse Trail
Johnmouth, IL 24454. Please assist me with updating my account information.",residence,1
615,2,0,3,2.416,619.91,"hi team, I am Brittany Johnson and my employee id is 308-81-5479. I need the installation of Ananconda for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
616,0,2,3,0.541,620.451,"Hi,I am Ms. Lisa Smith and my employee ID is EMP367-23-7609. 
I am having trouble with my travel claim, my expense amount was $42,299.24 for reimbursement.
 My other details such as designation is Computer games developer and email is brownbrandon@yahoo.com. 
The payment was done with given credit card number 6011361903763480 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
617,3,1,3,3.611,624.062,"Hi, I need a corporate credit card for my international travel with the $72.59. Please issue the same at the earliest. I have attached the approval and important documents. Thank you.",money,0
618,4,6,2,0.328,624.39,"I have recently moved and would like to update my account information with my new address. My new address is 9935 Torres Rapid
Kyleport, CA 51482. Please assist me with updating my account information.",residence,1
619,4,6,3,0.222,624.612,"I have recently moved and would like to update my account information with my new address. My new address is Unit 1566 Box 2973
DPO AA 94936. Please assist me with updating my account information.",residence,1
620,4,4,2,2.243,626.855,"Hi Team, I was wondering whether this Mental health nurse is still available in this team. I want to refer my friend for this role. please confirm.",job,0
621,2,6,3,0.335,627.19,"I have recently moved and would like to update my account information with my new address. My new address is 544 Victor Parkways Suite 233
Williamberg, AL 20501. Please assist me with updating my account information.",residence,1
622,1,2,3,2.029,629.219,"Hi,I am Kelsey Bowman and my employee ID is EMP497-15-6813. 
I am having trouble with my travel claim, my expense amount was $61,321.11 for reimbursement.
 My other details such as designation is Charity officer and email is stewartmelanie@yahoo.com. 
The payment was done with given credit card number 213130103524300 and credit card type Maestro.",name ssn money job mail credit_card_number cc_provider,1
623,0,1,1,0.722,629.941,"I noticed unauthorized transactions on my credit card statement for the amount of $86,645.29 on 2005-09-23. The transactions are listed as Long, Garza and Graham. I did not authorize these transactions and would like them to be reversed immediately to my credit card 3552941209539452.",money date company credit_card_number,1
624,0,4,3,0.965,630.906,"Dear team, I want more members in my team. The project requires more skilled employee for the early completion of client project. My employee id is 416-51-2806. Please initiate the recruitment under my project. thanks",ssn,1
625,3,2,3,0.187,631.093,"Hi,I am Stephanie Torres and my employee ID is EMP440-30-3952. 
I am having trouble with my travel claim, my expense amount was $10,344.55 for reimbursement.
 My other details such as designation is IT technical support officer and email is penny82@yahoo.com. 
The payment was done with given credit card number 4967316290497877 and credit card type JCB 16 digit.",name ssn money job mail credit_card_number cc_provider,1
626,4,2,3,1.253,632.346,"Hi,I am Felicia Dodson and my employee ID is EMP562-38-0342. 
I am having trouble with my travel claim, my expense amount was $5,800.42 for reimbursement.
 My other details such as designation is Sports therapist and email is alexandra42@hotmail.com. 
The payment was done with given credit card number 2265698009725687 and credit card type Discover.",name ssn money job mail credit_card_number cc_provider,1
627,1,7,0,0.25,632.596,"Hi, I have a need of Refrigerator in my team. How long it will take for us to procure it? Do we have any spare available. I need it urgently for our project.",product_name,0
628,3,1,3,0.194,632.79,"I made a payment of $37.23 for my account on 1971-07-30, but it has not been credited yet. The payment was made using my credit card 30328301546734. I have attached a copy of the payment receipt for your reference. Please investigate the issue and update me on the status of the payment. My email address is dalvarez@hotmail.com and phone number is 2205825486165",money date credit_card_number mail phone_number,1
629,4,5,1,1.567,634.357,"Hi,I am Rebecca Cain and my employee ID is EMP586-45-5477 from Cooper-Brown. 
I am having trouble with health account, my National Health Scheme number is 586-45-5477 and amount was $7,207.34. 
My other details such as email is thomas46@yahoo.com and postal code is 43073. 
Please look into matter. My place of residence is 031 Albert Gardens Suite 195
Seanhaven, ID 03729.",name ssn company ssn money mail zip_code address,1
630,1,2,2,0.298,634.655,"Hi,I am Nicholas Horn and my employee ID is EMP075-96-6405. 
I am having trouble with my travel claim, my expense amount was $5.42 for reimbursement.
 My other details such as designation is Industrial/product designer and email is elizabeth99@yahoo.com. 
The payment was done with given credit card number 4627499127841590 and credit card type Mastercard.",name ssn money job mail credit_card_number cc_provider,1
631,4,0,2,0.845,635.5,Hi team my mailbox is full and I need require more storage for my mailbox. I cannot delete existing mail as they are important client mails,,0
632,1,4,0,0.924,636.424,"Hi I am Alyssa Roberts, currently working as Multimedia programmer. I want to upskill and move up the ladder. For that i need access to few educational resources listed below. Please approve the access for same",name job,1
633,0,1,2,1.49,637.914,"Hi,I am Shannon Sampson and my employee ID is EMP181-45-6803. 
I am having trouble with my hardware claim, my expense amount was $754.32 for reimbursement. 
My other details such as designation is Museum/gallery conservator, userid rodriguezdarren and email is currybrittany@gmail.com.",name ssn money job username mail,1
634,1,0,3,1.469,639.383,"hi team, I am Renee Phelps and my employee id is 282-51-6989. I need the installation of Photoshop for the development purpose. I have attached required approvals in the attachment. thank you.",name ssn software,1
635,2,2,3,1.762,641.145,"Hi, I need $210.83 for my international business travel that is on 1983-05-18 please see the attached itinerary and approval. Thank you.",money date,0
636,2,4,3,0.702,641.847,"Hi team, I want to avail the maternity benefit from 1972-08-27. My employee ID is 355-01-3241 and designation is Learning disability nurse. Kindly approve the same. Ihave attched the required documents. PFA",date ssn job,1
637,3,3,3,0.33,642.177,"Hi team, I am Alexander Bowman, employee id 040-21-5399. I want to unpaid leave for the year. I am going to take executive degree from ISB Hyderabad. Thank you.",name ssn,1
638,3,7,1,2.306,644.483,"Hi team, I need the catalogue of available Vacuum Cleaner for purchase with the price listed. Please send me the catalogue.",product_name,0
639,3,6,3,0.253,644.736,"I have recently moved and would like to update my account information with my new address. My new address is 804 Jason Lodge
Parkerton, NC 07580. Please assist me with updating my account information.",residence,1
